# Desired CR, Actual CR, SR, L2, Linf, circ_error
1.000000000000000021e-03 0.000000000000000000e+00 inf 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
1.000000000000000021e-02 0.000000000000000000e+00 inf 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
1.000000000000000056e-01 1.512499999999999956e-02 8.131156281817418119e+00 8.128802492435655003e-02 1.117021583097332210e-01 -5.484832191537947210e-06
2.000000000000000111e-01 4.302500000000000074e-02 4.821026964018952476e+00 1.365880618908214654e-02 2.093230920485650987e-02 4.828072392548676817e-06
2.999999999999999889e-01 6.015000000000000208e-02 4.077389349436648658e+00 6.760889168238727598e-03 1.055240256800391019e-02 4.376813363293763359e-06
4.000000000000000222e-01 7.667499999999999316e-02 3.611379327290613173e+00 4.025427523800978978e-03 6.346620225114116449e-03 3.302004190075535917e-06
5.000000000000000000e-01 9.229999999999999316e-02 3.291540093383166443e+00 2.668455152222970906e-03 4.234233196893311992e-03 2.545440563883616392e-06
5.999999999999999778e-01 1.089249999999999940e-01 3.029955259253477085e+00 1.897917093683206208e-03 3.025026356645837099e-03 1.275852151261247514e-06
6.999999999999999556e-01 1.544999999999999984e-01 2.544109256573921840e+00 7.051779156576531895e-04 1.175045029595224487e-03 -1.590335278689458676e-06
8.000000000000000444e-01 1.688250000000000028e-01 2.433781697503540009e+00 5.029222849145843777e-04 8.441628169500785218e-04 -9.089463531841701638e-07
9.000000000000000222e-01 1.843750000000000111e-01 2.328890038958328024e+00 3.713745499040430357e-04 6.266363130473444169e-04 -1.132626937017100488e-06
9.499999999999999556e-01 1.907750000000000001e-01 2.289492730364141249e+00 3.226184395120250208e-04 5.459133179630841146e-04 -9.949224000216361219e-07
9.899999999999999911e-01 1.960999999999999965e-01 2.258193760885724544e+00 2.895954697203259706e-04 4.906781737863700945e-04 -3.013917658778453301e-07
9.989999999999999991e-01 1.980750000000000011e-01 2.246907364530977169e+00 2.828044079211112756e-04 4.794295453683455020e-04 -6.483593099071427446e-07
