# Desired CR, Actual CR, SR, L2, Linf, circ_error
1.000000000000000021e-03 1.102500000000000008e-02 9.523809523809523725e+00 4.974553432626683258e-01 5.906010660815692592e-01 -9.282460959296745528e-04
1.000000000000000021e-02 1.102500000000000008e-02 9.523809523809523725e+00 4.974553432626683258e-01 5.906010660815692592e-01 -9.282460959296745528e-04
1.000000000000000056e-01 1.087999999999999939e-01 3.031695312954162169e+00 8.565822141171806903e-02 1.136586840744839288e-01 -8.639103762475563997e-06
2.000000000000000111e-01 2.114999999999999936e-01 2.174426910178140382e+00 4.153053373054382130e-02 6.663044327045988813e-02 -1.943576868557173043e-06
2.999999999999999889e-01 3.080249999999999932e-01 1.801801801801801606e+00 2.679222841681420247e-02 4.959498018245823980e-02 -7.655504330461582185e-07
4.000000000000000222e-01 4.096000000000000196e-01 1.562500000000000000e+00 1.726221392513712163e-02 3.104448208234462589e-02 -3.766451989184460558e-07
5.000000000000000000e-01 5.040999999999999925e-01 1.408450704225352235e+00 1.273337203090628943e-02 2.446563968745394529e-02 -2.061905365335903184e-07
5.999999999999999778e-01 6.084000000000000519e-01 1.282051282051281937e+00 1.639788805597889448e-02 3.603776451749046705e-02 -1.189592041539455636e-07
6.999999999999999556e-01 7.139250000000000318e-01 1.183514831852729099e+00 2.111300529081939700e-02 4.623476153962825103e-02 -6.983185740772057670e-08
8.000000000000000444e-01 8.010249999999999870e-01 1.117318435754189876e+00 1.864602457751115411e-02 3.734841219238337756e-02 -3.963014960639554829e-08
9.000000000000000222e-01 9.024999999999999689e-01 1.052631578947368363e+00 8.679534073478529718e-03 2.693569629363332801e-02 -2.051207170783442280e-08
9.499999999999999556e-01 9.604000000000000314e-01 1.020408163265306145e+00 4.776707175983439455e-03 1.593386404040423449e-02 -1.204984600988723287e-08
9.899999999999999911e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.452607123703313291e-03 4.916732571904987824e-03 -3.562277473001529415e-09
9.989999999999999991e-01 1.010024999999999951e+00 9.950248756218906809e-01 2.282734020047520306e-03 3.230310905897914968e-03 -1.199313259814260846e-08
