# Desired CR, Actual CR, SR, L2, Linf, circ_error
1.000000000000000021e-03 0.000000000000000000e+00 inf 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
1.000000000000000021e-02 0.000000000000000000e+00 inf 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
1.000000000000000056e-01 2.102499999999999855e-02 6.896551724137931494e+00 8.128802722763338318e-02 1.117021583097332210e-01 -5.512210066171974177e-08
2.000000000000000111e-01 6.094999999999999724e-02 4.050542049426910651e+00 1.365882551428403494e-02 2.093230920485650987e-02 4.773797934731760506e-08
2.999999999999999889e-01 8.572499999999999565e-02 3.415436797190400053e+00 6.760902115304287009e-03 1.055240256800391019e-02 4.075509218992579008e-08
4.000000000000000222e-01 1.100499999999999950e-01 3.014428426242320658e+00 4.025438518255504590e-03 6.346620225114116449e-03 3.487374833355261217e-08
5.000000000000000000e-01 1.345500000000000029e-01 2.726202733698435576e+00 2.668464705783677327e-03 4.234233196893311992e-03 2.954593014692363795e-08
5.999999999999999778e-01 1.578249999999999931e-01 2.517167414285601978e+00 1.897924462634549211e-03 3.025026356645837099e-03 2.355883932381175327e-08
6.999999999999999556e-01 2.302750000000000075e-01 2.083898703729188284e+00 7.051864807663636844e-04 1.175045029595224487e-03 -3.433216178017062248e-08
8.000000000000000444e-01 2.537749999999999728e-01 1.985068883705762621e+00 5.029286736271196137e-04 8.441628169498999537e-04 -2.724458181280198232e-08
9.000000000000000222e-01 2.773499999999999854e-01 1.898829257971456075e+00 3.713699980427774658e-04 6.266363130473444169e-04 -2.336225279897519158e-08
9.499999999999999556e-01 2.879749999999999810e-01 1.863470862816859475e+00 3.226143039681844834e-04 5.459133179630841146e-04 -1.397276239156752808e-08
9.899999999999999911e-01 2.988750000000000018e-01 1.829174782456898907e+00 2.896023724754436326e-04 4.906781737863700945e-04 -1.599664678497703107e-08
9.989999999999999991e-01 2.998750000000000027e-01 1.826122340142399381e+00 2.828076001318901374e-04 4.794295453683455020e-04 -3.122066705163462075e-08
