# Desired CR, Actual CR, SR, L2, Linf, circ_error
1.000000000000000021e-03 1.102500000000000008e-02 9.523809523809523725e+00 4.917931824350739722e-01 5.849088887162504635e-01 -4.811936141739803219e-04
1.000000000000000021e-02 1.102500000000000008e-02 9.523809523809523725e+00 4.917931824350739722e-01 5.849088887162504635e-01 -4.811936141739803219e-04
1.000000000000000056e-01 1.087999999999999939e-01 3.031695312954162169e+00 9.054186157061758222e-02 1.239907154173903320e-01 -4.857327545071399300e-05
2.000000000000000111e-01 2.114999999999999936e-01 2.174426910178140382e+00 4.752744597493922807e-02 6.607777730935354699e-02 -2.503453372537656207e-05
2.999999999999999889e-01 3.080249999999999932e-01 1.801801801801801606e+00 3.222199038335133575e-02 4.504021873129621101e-02 -1.722316382279931446e-05
4.000000000000000222e-01 4.096000000000000196e-01 1.562500000000000000e+00 2.437330190548302883e-02 3.416336421778716492e-02 -1.295206329299247727e-05
5.000000000000000000e-01 5.040999999999999925e-01 1.408450704225352235e+00 1.959934582288248156e-02 2.751797813701825982e-02 -1.052403335310980736e-05
5.999999999999999778e-01 6.084000000000000519e-01 1.282051282051281937e+00 1.638924324113591804e-02 2.303688584644139614e-02 -8.719864071693450569e-06
6.999999999999999556e-01 7.139250000000000318e-01 1.183514831852729099e+00 1.408270319878222702e-02 1.981086396476302094e-02 -7.426746758243396584e-06
8.000000000000000444e-01 8.010249999999999870e-01 1.117318435754189876e+00 1.234529433559071986e-02 1.737737018189877691e-02 -6.622971157499435435e-06
9.000000000000000222e-01 9.024999999999999689e-01 1.052631578947368363e+00 1.098950274888103873e-02 1.547629054549418993e-02 -5.878299783157459046e-06
9.499999999999999556e-01 9.604000000000000314e-01 1.020408163265306145e+00 1.041746710144107399e-02 1.467365290178800595e-02 -5.523912539273645450e-06
9.899999999999999911e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000100217389386474e-02 1.408909728850857301e-02 -5.305165626579011473e-06
9.989999999999999991e-01 1.010024999999999951e+00 9.950248756218906809e-01 9.911845799949414726e-03 1.396396093524752968e-02 -5.252509234221491852e-06
